"","year","haul_number","stratum","Val_haul","month"
"931",2017,84,"C",290,10
"932",2017,88,"B",270,10
"933",2017,93,"C",400,10
"934",2017,95,"C",270,10
"935",2017,97,"C",170,10
"936",2017,101,"B",200,10
"937",2017,107,"C",140,10
"938",2017,110,"C",155,10
"939",2017,117,"A",140,10
"940",2017,126,"B",215,10
"941",2017,131,"C",170,10
"942",2017,132,"C",225,10
"943",2017,133,"C",165,10
"944",2017,137,"C",335,10
"945",2017,138,"C",180,10
"946",2017,145,"D",545,10
"947",2017,146,"C",300,10
"948",2017,148,"C",275,10
"949",2017,150,"C",330,10
"950",2017,151,"D",140,10
"951",2017,152,"E",345,10
"952",2017,154,"B",175,10
"953",2017,157,"C",290,10
"954",2017,158,"C",210,10
"955",2017,161,"C",310,10
"956",2017,162,"C",285,10
"957",2017,167,"D",130,10
"958",2017,168,"D",315,10
"959",2017,174,"D",315,10
"960",2017,177,"D",140,10
"961",2017,179,"C",295,10
